  107331
       0.00      0.00
       0.09     62.67
       0.19     97.38
       0.30    123.90
       0.42    137.28
       0.56    142.18
       0.70    145.33
       0.86    152.54
       1.04    163.92
       1.23    178.90
       1.45    199.64
       1.68    220.48
       1.94    230.85
       2.23    237.82
       2.54    241.66
       2.89    240.72
       3.27    238.59
       3.69    240.24
       4.15    244.46
       4.65    247.94
       5.21    248.74
       5.82    244.91
       6.49    239.95
       7.23    235.86
       8.05    232.15
       8.94    227.52
       9.93    223.70
      11.01    220.94
      12.20    219.47
      13.51    219.13
      14.95    219.15
      16.54    219.68
      18.29    221.18
      20.20    224.72
      22.32    230.71
      24.64    237.16
      27.19    241.69
      30.00    242.46
