602503
       0.0000000       0.0000000
       0.0740740      33.2103310
       0.5185190      52.0295219
       2.8148150     204.7970428
       3.1481481     203.6900330
       3.8518519     250.1845093
       4.0000000     247.9704742
       4.9629631     287.8228760
       5.0000000     265.6826477
       5.3333330     218.0811768
       5.4814820     260.1476135
       5.8518519     240.2214050
       6.2962961     231.3653107
       6.5925932     202.5830231
       6.8888888     249.0774841
       7.2222219     252.3985291
       7.3703699     264.5756531
       7.5925932     272.3247375
       7.8888888     281.1808167
       8.1111107     292.2509155
       8.3703699     293.3579407
       8.5925922     270.1106873
       8.9629631     292.2509155
       9.1851854     270.1106873
       9.4444447     272.3247375
       9.7777777     266.7896729
       9.8888893     251.2915192
      10.2962961     275.6457520
      10.3703699     270.1106873
      10.7037039     286.7158813
      10.8518515     282.2878113
      11.3333330     286.7158813
      11.4444447     284.5018311
      11.8518515     294.4649353
      12.0370369     273.4317322
      12.3703699     291.1439209
      12.6296301     267.8966675
      12.8148146     277.8597717
      12.9629631     277.8597717
      13.2592592     301.1070251
      13.5925922     288.9299011
      13.8518515     284.5018311
      14.0740738     286.7158813
      14.1851854     295.5719604
      14.7777777     301.1070251
      15.0740738     300.0000000
      15.7777777     303.3210449
      16.9259262     294.4649353
