  601736
       0.00      0.00
       0.13      4.16
       0.27     30.88
       0.43     26.68
       0.61     29.47
       0.80     34.77
       1.01     37.49
       1.24     40.45
       1.49     36.17
       1.77     31.51
       2.08     43.05
       2.42     66.69
       2.79     83.06
       3.20     99.46
       3.65    115.79
       4.15    126.81
       4.69    122.54
       5.29    116.10
       5.95    124.43
       6.68    136.85
       7.48    152.90
       8.36    160.25
