  101417
       0.00      0.00
       0.12      8.56
       0.26     21.82
       0.40     43.32
       0.56     83.77
       0.74    122.71
       0.94    146.22
       1.15    164.82
       1.39    174.97
       1.65    178.88
       1.94    182.10
       2.25    184.26
       2.60    190.31
       2.98    194.53
       3.40    202.59
       3.87    211.76
       4.37    224.52
       4.93    237.13
       5.55    250.80
       6.22    255.91
       6.97    251.52
       7.79    247.14
       8.69    250.71
