602141
       0.0000000       0.0000000
       0.2842110      10.4014597
       0.3157890      15.8759127
       0.5052630      21.8978100
       0.5368420      27.3722630
       0.7052630      26.2773724
       0.7578950      37.2262764
       0.9263160      26.8248177
       0.9473680      47.0802917
       1.1263160      35.0364952
       1.2000000      52.0072975
       1.3684210      45.4379578
       1.4105260      55.2919693
       1.5368420      56.9343071
       1.6526320      56.9343071
       1.7684211      63.5036507
       1.8421050      58.5766411
       2.0210531      70.0729904
       2.0421050      60.2189789
       2.2105260      73.9051132
       2.2631581      65.6934280
       2.3894739      77.7372284
       2.4421051      74.4525528
       2.6210530      87.5912399
       2.6842110      83.7591248
       2.8421049      95.2554779
       2.8842111      90.3284683
       3.0631580      98.5401459
       3.0736840      90.8759155
       3.2736840     100.1824799
       3.3157890      94.7080307
       3.4947369     101.8248138
       3.5263159      97.9926987
       3.7052629     106.2043762
       3.7263160     100.1824799
       3.9263160     102.3722610
       3.9578950     112.2262802
       4.0947371     117.1532822
       4.1578951     124.2700729
       4.3157902     107.2992706
       4.3578949     129.7445221
       4.5052629     116.6058426
       4.5894742     128.6496277
       4.6842098     148.3576660
       4.8105259     143.9781036
