500925
0.000000 0.328228
0.412698 12.472648
0.507937 16.411379
0.666667 18.052517
0.793651 21.991247
0.952381 19.037199
1.079365 24.945295
1.174603 27.242887
1.301587 28.884026
1.396825 26.586433
1.523810 27.899343
1.650794 28.884026
1.936508 31.509848
1.968254 33.479214
2.126984 36.761490
2.317460 38.730854
2.476191 41.356674
2.476191 42.341358
2.571429 43.654266
2.761905 44.310722
2.888889 44.967178
2.920635 46.608315
3.047619 49.890591
3.269841 51.859955
3.396825 53.829323
3.523809 54.485775
3.650794 57.768051
3.777778 60.393871
3.841270 64.989059
3.968254 64.660835
4.126984 66.301971
4.222222 68.271332
4.380952 70.568932
4.476191 72.210068
4.634921 75.492340
4.761905 78.118164
4.920635 79.759300
5.047619 80.743980
5.174603 81.400436
5.333333 84.026260
5.492064 84.682716
5.650794 85.995621
5.746032 87.964989
5.873016 88.293213
5.936508 86.980309
6.063492 86.323853
6.126984 87.308533
6.317461 87.964989
6.349206 87.964989
6.476191 88.949669
6.571429 89.934357
6.793651 89.934357
6.920635 91.575493
7.079365 93.216629
7.206349 93.216629
7.301587 94.857765
7.365079 95.514221
7.492064 96.498909
7.682539 97.483589
7.873016 98.468269
8.031746 98.796501
8.190476 98.796501
8.317460 100.109406
8.349206 101.094093
8.507936 102.078773
8.603174 103.063454
8.761905 104.704597
8.952381 104.376366
9.079365 104.048141
9.269841 106.017502
9.428572 106.673958
9.587301 107.658646
9.650794 108.643326
9.746032 109.628006
10.031746 108.971550
10.126985 109.628006
10.253968 111.269150
10.539682 111.597374
10.730159 112.582054
10.857142 112.582054
11.142858 113.238510
11.269841 114.551422
11.428572 114.879646
11.619047 114.879646
11.809524 114.879646
12.031746 114.223198
12.126985 113.894966
12.222222 113.894966
12.380953 113.894966
12.507936 114.551422
12.571428 115.864334
12.761905 117.833694
12.888889 118.818382
13.047619 119.803062
