6122761
       0.0000000       0.0000000
       0.2416110      13.5211267
       0.3154360      18.3098583
       0.5436240      34.0845070
       0.6442950      33.8028183
       0.8322150      45.0704231
       0.8791950      43.0985909
       1.0805370      57.4647903
       1.1208050      53.2394371
       1.3355700      57.1830978
       1.3758390      58.5915489
       1.5637580      61.1267624
       1.6510071      66.7605667
       1.8053690      64.2253494
       1.8724830      67.3239441
       1.9664429      62.2535210
       2.1208050      65.6338043
       2.2483220      73.2394333
       2.4026840      63.3802834
       2.6778519      58.8732376
       2.9395969      42.2535210
       3.0872481      47.6056328
