  304650
       0.00      0.00
       0.09     15.12
       0.19     19.09
       0.30     15.61
       0.42     16.91
       0.56     20.11
       0.70     28.25
       0.86     37.73
       1.04     48.21
       1.23     52.13
       1.45     60.48
       1.68     77.25
       1.94     82.00
       2.23     74.77
       2.54     76.96
       2.89     93.53
       3.27    103.80
       3.69    100.82
       4.15     95.70
       4.65     98.53
       5.21    105.55
       5.82    111.63
       6.49    112.95
       7.23    121.17
       8.05    126.38
       8.94    127.80
       9.93    125.62
      11.01    123.49
