 7032050
       0.00      0.00
       0.32     93.16
       0.67    126.43
       1.05    145.72
       1.48    159.94
       1.94    180.28
       2.46    194.69
       3.02    209.48
       3.64    220.96
       4.33    229.29
       5.08    234.34
       5.90    236.66
       6.81    235.05
       7.81    230.25
       8.91    224.90
      10.12    220.35
      11.45    218.18
      12.92    218.95
      14.53    221.21
      16.30    221.74
      18.24    220.02
      20.39    217.91
      22.75    215.79
      25.34    213.15
      28.19    210.72
      31.33    211.93
      34.78    218.88
      38.58    220.48
