702953
0.	0.722892
0.054795	228.433731
0.164384	232.771088
0.347032	232.771088
0.56621	232.771088
0.803653	234.939758
1.150685	237.831329
1.73516	244.337357
2.228311	251.566269
2.648402	259.518066
3.159817	268.19278
3.780822	280.481934
4.255708	289.879517
4.803653	297.108429
5.424657	303.614471
6.027397	311.566254
6.776256	316.626495
7.324201	318.072296
7.780822	319.518066
8.018265	319.518066
8.356546	318.028839
9.693593	316.586548
11.197772	308.653839
12.869081	304.326935
14.54039	298.557678
15.877438	294.951935
17.883009	294.951935
20.05571	292.788452
21.72702	284.855774
24.233984	276.923065
26.406685	272.596161
28.913649	271.875
31.587744	268.269226
33.426186	264.663452
36.26741	264.663452
38.774372	264.663452
40.779945	259.615387
43.286907	258.894226
45.961002	262.5
48.300835	265.384613
50.139275	265.384613
52.479107	263.221161
54.818943	264.663452
56.657383	271.153839
58.662952	279.807678
58.662952	279.807678
