    700624
       0.00      0.00
       0.28    121.57
       0.59    192.61
       0.92    226.83
       1.29    246.11
       1.70    266.67
       2.15    280.33
       2.64    290.38
       3.19    293.82
       3.78    294.19
       4.44    292.84
       5.16    290.37
       5.96    288.28
       6.83    287.39
       7.79    288.33
       8.85    290.47
      10.02    294.03
      11.30    296.43
      12.70    294.65
      14.25    290.30
      15.96    282.53
      17.83    271.79
      19.89    266.11
      22.16    263.18
      24.65    266.77
      27.40    271.43
      30.42    270.60
