  503521
       0.00      0.00
       0.20     18.04
       0.41     27.19
       0.65     65.45
       0.91    106.29
       1.20    149.59
       1.51    172.79
       1.86    188.93
       2.24    204.93
       2.67    215.11
       3.13    221.91
       3.64    223.24
       4.20    224.00
       4.81    227.48
       5.49    231.12
       6.24    232.13
       7.06    230.98
       7.96    230.20
       8.95    230.52
      10.04    229.76
      11.24    227.11
      12.56    221.45
      14.01    214.41
      15.61    214.18
      17.37    214.78
      19.30    210.13
      21.43    196.86
      23.77    187.94
      26.34    189.45
      29.17    194.56
