610359
       0.0000000       0.0000000
       0.1741290      20.3999996
       0.2985070      15.0000000
       0.4975120      42.5999985
       0.4975120      31.7999992
       0.6467660      37.2000008
       0.7462690      34.2000008
       0.8706470      38.4000015
       0.8706470      44.4000015
       0.9452740      43.2000008
       1.0696520      49.2000008
       1.1442790      51.0000000
       1.2189050      48.0000000
       1.3930351      60.0000000
       1.4676620      49.2000008
       1.5920399      67.1999969
       1.5920399      51.5999985
       1.7412940      46.7999992
       1.7661690      72.0000000
       1.9402990      69.0000000
       2.0398009      48.5999985
       2.1890550      69.5999985
       2.2388060      67.1999969
       2.3880601      85.1999969
       2.4129350      74.4000015
       2.4626870      78.5999985
       2.5870650      97.1999969
       2.8109450      84.0000000
       2.8109450     104.4000015
       2.8855720      87.0000000
       3.0099499     118.8000031
       3.1094530     111.5999985
       3.1592040      97.1999969
       3.2835820      97.8000031
       3.3333330     117.0000000
       3.4328361     109.8000031
       3.5572140     142.8000031
       3.7313430      92.4000015
       3.8059700     134.3999939
       3.9054730     134.3999939
       3.9303479     105.0000000
       4.0547271     142.1999969
       4.0796018      93.0000000
       4.3283582     142.8000031
       4.3532338     102.5999985
       4.4527359     112.8000031
       4.4527359     150.6000061
       4.5522389     105.5999985
       4.6766171     139.1999969
       4.8756218     103.8000031
       4.9004970     135.6000061
       4.9751239     116.4000015
       5.0497508     133.8000031
       5.2238808     111.5999985
       5.2985082     124.8000031
       5.4477611     134.3999939
       5.4975119     109.8000031
       5.5223880     118.8000031
       5.7462692     121.1999969
       5.7960200     126.0000000
       5.9452729     129.0000000
       6.0198998     160.1999969
       6.2189050     144.0000000
       6.2189050     137.3999939
       6.3432841     143.3999939
       6.4179111     121.1999969
       6.5174131     117.5999985
       6.5920401     142.8000031
       6.8159199     122.4000015
       6.9402990     126.0000000
       8.4328356     162.0000000
       8.5820894     135.0000000
       8.7064676     124.8000031
       8.9303484     103.8000031
       9.1293535     151.1999969
       9.2786074     147.6000061
       9.4029846     144.6000061
       9.6268654     149.3999939
       9.7512436     144.0000000
      10.0248756     137.3999939
      10.2736320     145.8000031
      10.3980103     157.8000031
      11.0199003     147.6000061
      11.3930349     151.1999969

